,description,link
375,"A man reported as D. B. Cooper hijacks Northwest Orient Airlines Flight 305, a Boeing 727, out of Portland, Oregon, releasing the passengers in exchange for US$200,000 and four parachutes; the crew takes off with Cooper on board, and he parachutes from the plane; Cooper is never found and his fate remains unknown, although a roll of bills from his ransom is found in a riverbed many years later.",/wiki/D._B._Cooper
376,"LANSA Flight 508, a Lockheed L-188 Electra en route from Lima to Pucallpa, Peru, breaks apart in mid-air after being set aflame by lightning; it crashes in the Amazon Rainforest and 91 people die; one German teenage girl, Juliane Koepcke, survives after falling two miles (3 km) down into the rainforest strapped to her seat; she walks through the jungle for 10 days until being rescued by local lumbermen.",/wiki/LANSA_Flight_508
377,"Iberia Airlines Flight 602, a Sud Aviation SE 210 Caravelle, crashes into a mountain while on approach to Ibiza Airport in Spain, killing all 104 passengers and crew on board.",/wiki/Iberia_Airlines_Flight_602
378,"JAT Flight 367, a McDonnell Douglas DC-9, suffers a bomb explosion in mid-air; 27 of 28 on board are killed; Vesna Vulović, the only survivor, is entered in the Guinness Book of World Records for surviving the longest fall without a parachute, over 33,000 feet (10,000 m).",/wiki/JAT_Flight_367
379,23,/wiki/Lufthansa_Flight_649
380,"Mohawk Airlines Flight 405, a Fairchild F-27, crashes near Albany, New York, while descending to land, killing 16 of the 48 people on board and 1 on the ground.",/wiki/Mohawk_Airlines_Flight_405
381,"Sterling Airways Flight 296, a Sud Caravelle, crashes near Kalba, United Arab Emirates due to pilot error; all 112 on board die in the worst air disaster in the history of the United Arab Emirates.",/wiki/Sterling_Airways_Flight_296
382,"EgyptAir Flight 763, a McDonnell Douglas DC-9, crashes on approach to Aden International Airport, killing all 30 passengers and crew.",/wiki/EgyptAir_Flight_763
383,"Alitalia Flight 112, a Douglas DC-8 en route from Leonardo da Vinci Airport to Palermo International Airport, Italy, crashes into Mount Longa some 5 km (3.1 mi) south-west of Palermo, killing all 115 passengers and crew on board; it remains the deadliest single-aircraft disaster in Italy.",/wiki/Alitalia_Flight_112
384,"Aeroflot Flight 1491, an Antonov An-10, suffers in-flight structural failure on approach to Kharkov Airport in the Ukraine; all 122 passengers and crew on board are killed.",/wiki/Aeroflot_Flight_1491
385,"American Airlines Flight 96, a McDonnell Douglas DC-10, suffers explosive depressurisation when one of its cargo doors fails in mid-flight; the crew manages an emergency landing at Detroit Metropolitan Wayne County Airport where all 67 on board are evacuated safely.",/wiki/American_Airlines_Flight_96
386,"Japan Airlines Flight 471, a Douglas DC-8 en route from Don Mueang International Airport in Bangkok, Thailand, to Palam International Airport (now Indira Gandhi International Airport) in New Delhi, India, crashes outside of New Delhi, killing 82 of 87 occupants on board and an additional 3 on the ground.",/wiki/Japan_Airlines_Flight_471
387,"A carry-on suitcase bomb explodes on Cathay Pacific Flight 700Z, a Convair 880, at 29,000 feet (8,800 m) over Vietnam; all 81 on board perish.",/wiki/Cathay_Pacific_Flight_700Z
388,"British European Airways Flight 548, a Hawker Siddeley Trident, undergoes a series of stalls as a result of pilot error, followed by a deep stall, crashing near Staines, United Kingdom; all 118 on board are killed.",/wiki/British_European_Airways_Flight_548
389,"Prinair Flight 191, a De Havilland Heron, over-rotates because of pilot error and crashes in Ponce, Puerto Rico, killing 5 of 20 people on board.",/wiki/Prinair_Flight_191
390,"In the 1972 Lake Winnebago mid-air collision, North Central Airlines Flight 290, a Convair CV-580, and Air Wisconsin Flight 671, a de Havilland Canada DHC-6 Twin Otter, collide over Lake Winnebago near Appleton, Wisconsin, killing all 13 people on board the two aircraft.",/wiki/1972_Lake_Winnebago_mid-air_collision
391,"The 1972 Königs Wusterhausen air disaster: an Interflug Ilyushin Il-62, crashes near Königs Wusterhausen, all 156 passengers and crew are killed in Germany's worst air disaster.",/wiki/1972_K%C3%B6nigs_Wusterhausen_air_disaster
392,"A Burma Airways Douglas C-47 crashes into the sea off Thandwe, Burma, killing 25 of 28 on board.",/wiki/1972_Thandwe_crash
393,"Japan Airlines Flight 472, a Douglas DC-8 with 122 on board, overruns the runway after landing at the wrong airport; no fatalities.",/wiki/Japan_Airlines_Flight_472_(1972)
394,"Aeroflot Flight 217, an Ilyushin Il-62, crashes on approach to Sheremetyevo International Airport in Moscow, USSR. All 174 passengers and crew on board are killed.",/wiki/Aeroflot_Flight_217
395,"Uruguayan Air Force Flight 571, a Fairchild F-27, crashes in the Andes; passengers survive for 72 days by feeding on the dead.",/wiki/1972_Andes_flight_disaster
396,Lufthansa Flight 615 is hijacked by sympathizers of Black September in order to extort the release of the three surviving perpetrators of the Munich massacre.,/wiki/Lufthansa_Flight_615
397,"Ansett Airlines Flight 232, a Fokker F27 Friendship, was hijacked. Plane landed at Alice Springs Airport. The perpetrator killed himself after a shootout with the police. 1 of 32 on board killed.",/wiki/Ansett_Airlines_Flight_232
398,"Spantax Flight 275, a Convair 990 Coronado, crashed in Tenerife while taking off in almost zero visibility. All 155 passengers and crew on board were killed.",/wiki/Spantax_Flight_275
399,"United Airlines Flight 553, a Boeing 737, crashes after aborting its landing attempt at Chicago Midway International Airport, killing 43 of 60 people on board and 2 people on the ground; among those killed was Dorothy Hunt, wife of Watergate conspirator E. Howard Hunt. The crash is the first fatal crash involving the 737-200.",/wiki/United_Airlines_Flight_553
400,Pakistan International Airlines Flight 631 entered a heavy rainstorm on approach to Rawalpindi and crashes into a hillside. The airliner broke into three pieces. All 26 people aboard perished on the hillside.,/wiki/Pakistan_International_Airlines_Flight_631
401,"In the 1972 Chicago-O'Hare runway collision, Delta Airlines Flight 954, a Convair CV-880, and North Central Airlines Flight 575, a McDonnell Douglas DC-9, collide, killing 10 people and injuring 17.",/wiki/1972_Chicago-O%27Hare_runway_collision
402,"Braathens SAFE Flight 239, a Fokker F-28, crashes in Asker upon landing at Fornebu airport, Oslo, Norway, killing 40 of 45 people on board.",/wiki/Braathens_SAFE_Flight_239
403,"Eastern Air Lines Flight 401, a Lockheed L-1011 TriStar, crashes in the Florida Everglades, killing 103 of 176 people on board; the crew is distracted by a faulty gear-down light, resulting in controlled flight into terrain; this is the first crash of a widebody aircraft and the first loss of a Lockheed Tristar.",/wiki/Eastern_Air_Lines_Flight_401
404,"In the Kano air disaster, a Boeing 707 crashes while attempting to land at Kano International Airport in Nigeria, killing 176 of the 202 passengers and crew on board.",/wiki/Kano_air_disaster
405,An EgyptAir Ilyushin Il-18 crashes in the Kyrenia mountain range while on approach to Nicosia International Airport; all 37 on board die.,/wiki/1973_EgyptAir_Ilyushin_Il-18_crash
406,"Libyan Arab Airlines Flight 114, a Boeing 727, strays off course and is shot down by Israeli jets in the Sinai war zone, killing 108 of 113 people on board.",/wiki/Libyan_Arab_Airlines_Flight_114
407,"Balkan Bulgarian Airlines Flight 307, an Ilyushin Il-18, crashes short of the runway at Sheremetyevo International Airport, killing all 25 on board.",/wiki/Balkan_Bulgarian_Airlines_Flight_307
408,"Invicta International Airlines Flight 435, a Vickers Vanguard 952 from Bristol Lulsgate to Basle, flies into a hillside near Hochwald, Switzerland, somersaults and breaks up, killing 108 with 37 survivors.",/wiki/Invicta_International_Airlines_Flight_435
409,"Indian Airlines Flight 440, a Boeing 737, crashes while on approach to Palam Airport in New Delhi, India. 48 of the 65 passengers and crew on board are killed in the accident.",/wiki/Indian_Airlines_Flight_440
410,"Aeroméxico Flight 229, a Douglas DC-9, crashes into the side of Las Minas Mountain while on approach to Lic. Gustavo Díaz Ordaz International Airport; all 27 on board die.",/wiki/Aerom%C3%A9xico_Flight_229
411,"Varig Flight 820, a Boeing 707, experiences an onboard fire and crashes near Paris, France, killing 123 out of 134 on board.",/wiki/Varig_Flight_820
412,"Pan Am Flight 816, a Boeing 707, crashes shortly after takeoff from Faa'a's airport Tahiti, French Polynesia, killing 77 out of 78 on board.",/wiki/Pan_Am_Flight_816
413,"Japan Air Lines Flight 404, a Boeing 747, is hijacked after takeoff from Amsterdam Schiphol Airport in the Netherlands; one hijacker is killed and the flight's purser injured by a grenade blast; after several days and multiple flight legs, the passengers are released in Benghazi, Libya, and the aircraft is blown up on the ground; this is the first loss of a Boeing 747-200.",/wiki/Japan_Air_Lines_Flight_404
414,"Ozark Air Lines Flight 809, a Fairchild-Hiller FH-227, crashes short of the runway at St. Louis International Airport due to windshear from a thunderstorm, killing 38 of 44 on board.",/wiki/Ozark_Air_Lines_Flight_809
415,"Delta Air Lines Flight 723, a Douglas DC-9, descends prematurely and crashes on final approach to Boston Logan International Airport, killing all 89 on board; probable cause is unstabilized final approach by the flight crew.",/wiki/Delta_Air_Lines_Flight_723
416,"Aviaco Flight 118, a Sud Caravelle, en route from Madrid to A Coruña crashes while approaching A Coruña Alvedro airport, in Montrove, 2 km from the airport; all 85 on board die, and 1 on the ground.",/wiki/Aviaco_Flight_118
417,"JAT Airways Flight 769, a Sud Aviation Caravelle, crashes into Mt. Maganik near Kolašin, Montenegro, killing all 41 on board.",/wiki/JAT_Airways_Flight_769
418,"Texas International Airlines Flight 655, a Convair 600, crashes into Black Fork Mountain while avoiding thunderstorms, killing all 11 passengers and crew on board.",/wiki/Texas_International_Airlines_Flight_655
419,"Aeroflot Flight 3932, a Tupolev Tu-104, crashes shortly after takeoff from Koltsovo Airport in Sverdlovsk, Soviet Union. All 108 passengers and crew on board are killed.",/wiki/Aeroflot_Flight_3932
420,"Aeroflot Flight 964, a Tupolev Tu-104, crashes while on approach to Domodedovo International Airport, Moscow, Soviet Union. All 122 passengers and crew on board are killed.",/wiki/Aeroflot_Flight_964
421,"National Airlines Flight 27, a McDonnell Douglas DC-10 with 128 on board, suffers an uncontained engine failure at 39,000 feet 65 miles southwest of Albuquerque, New Mexico. Debris from the engine puncture the fuselage and a passenger is blown out of the aircraft, but the aircraft is able to land safely with no other casualties.",/wiki/National_Airlines_Flight_27
422,"In the 1973 Rome airport attacks and hijacking, gunmen hijack a Lufthansa-operated Boeing 737 en route to Munich.",/wiki/1973_Rome_airport_attacks_and_hijacking
423,"Turkish Airlines Flight 301 crashes after takeoff from Izmir Cumaovasi Airport due to wing icing; of the 73 on board, only 7 survive.",/wiki/Turkish_Airlines_Flight_301
424,"Pan Am Flight 806, a Boeing 707-320B, crashes on approach to Pago Pago International Airport on American Samoa. 97 of the 101 passengers and crew on board are killed.",/wiki/Pan_Am_Flight_806
425,"Turkish Airlines Flight 981, a McDonnell Douglas DC-10, crashes in the Ermenonville forest near Senlis, France, after the rear underfloor cargo door opens in mid-flight; all 346 on board die.",/wiki/Turkish_Airlines_Flight_981
426,"Court Line Flight 95, a BAC One-Eleven, collides with a Piper Aztec on the runway at London Luton Airport, killing the pilot of the Aztec; there are no casualties on board the One-Eleven, but the aircraft is substantially damaged; the Aztec is written off.",/wiki/Court_Line_Flight_95
427,"Pan Am Flight 812, a Boeing 707-320B, crashes into mountainous terrain 42.5 nautical miles (78.7 km) northwest of Denpasar, Bali. All 107 passengers and crew on board are killed.",/wiki/Pan_Am_Flight_812
428,"TWA Flight 841, a Boeing 707, breaks up after a bomb explodes in the cargo hold and plunges into the Ionian Sea, killing all 88 on board.",/wiki/TWA_Flight_841_(1974)
429,"Eastern Air Lines Flight 212, a McDonnell Douglas DC-9, crashes on approach to Charlotte, North Carolina; 72 of 82 people on board are killed.",/wiki/Eastern_Air_Lines_Flight_212
430,"Air Vietnam Flight 706, a Boeing 727, is hijacked and crashes in Phan Rang, Vietnam; all 75 on board die.",/wiki/Air_Vietnam_Flight_706
431,"Lufthansa Flight 540 crashes shortly after takeoff in Nairobi, Kenya; 59 of 157 on board are killed in the first crash of a Boeing 747.",/wiki/Lufthansa_Flight_540
432,"TWA Flight 514, a Boeing 727 inbound to Dulles International Airport, crashes into Mount Weather in Bluemont, Virginia, killing all 85 passengers and 7 crew.",/wiki/TWA_Flight_514
433,"Martinair Flight 138, a Douglas DC-8 on a charter flight, crashes into a mountain shortly before landing, on approach to Katunayake, Sri Lanka, for a refueling stop; killing all aboard",/wiki/Martinair_Flight_138
434,"Avensa Flight 358, a McDonnell Douglas DC-9, suffers dual engine failure after takeoff and crashes near Maturín, Venezuela, killing all 77 on board.",/wiki/Avensa_Flight_358
